@relation Features_predicted

@attribute word0 numeric
@attribute word1 numeric
@attribute word2 numeric
@attribute word3 numeric
@attribute word4 numeric
@attribute word5 numeric
@attribute word6 numeric
@attribute word7 numeric
@attribute word8 numeric
@attribute word9 numeric
@attribute word10 numeric
@attribute word11 numeric
@attribute word12 numeric
@attribute word13 numeric
@attribute word14 numeric
@attribute word15 numeric
@attribute word16 numeric
@attribute word17 numeric
@attribute word18 numeric
@attribute word19 numeric
@attribute word20 numeric
@attribute word21 numeric
@attribute word22 numeric
@attribute word23 numeric
@attribute word24 numeric
@attribute word25 numeric
@attribute word26 numeric
@attribute word27 numeric
@attribute word28 numeric
@attribute word29 numeric
@attribute word30 numeric
@attribute word31 numeric
@attribute word32 numeric
@attribute word33 numeric
@attribute word34 numeric
@attribute word35 numeric
@attribute word36 numeric
@attribute word37 numeric
@attribute word38 numeric
@attribute word39 numeric
@attribute word40 numeric
@attribute word41 numeric
@attribute word42 numeric
@attribute word43 numeric
@attribute word44 numeric
@attribute word45 numeric
@attribute word46 numeric
@attribute word47 numeric
@attribute word48 numeric
@attribute word49 numeric
@attribute word50 numeric
@attribute word51 numeric
@attribute word52 numeric
@attribute word53 numeric
@attribute word54 numeric
@attribute word55 numeric
@attribute word56 numeric
@attribute word57 numeric
@attribute word58 numeric
@attribute word59 numeric
@attribute word60 numeric
@attribute word61 numeric
@attribute word62 numeric
@attribute word63 numeric
@attribute word64 numeric
@attribute word65 numeric
@attribute word66 numeric
@attribute word67 numeric
@attribute word68 numeric
@attribute word69 numeric
@attribute word70 numeric
@attribute word71 numeric
@attribute word72 numeric
@attribute word73 numeric
@attribute word74 numeric
@attribute word75 numeric
@attribute word76 numeric
@attribute word77 numeric
@attribute word78 numeric
@attribute word79 numeric
@attribute word80 numeric
@attribute predictedclass {1,2,3,4,5,6,7,8,9,10}
@attribute class {1,2,3,4,5,6,7,8,9,10}

@data
0.117311,0.206394,0.626477,0.203845,0.185927,0.172715,0.509423,0.396761,0.168176,0.194522,0.326825,0.590522,0.246774,0.19361,0.276409,0.433611,0.339737,0.168538,0.165578,0.423423,0.529206,0.199161,0.143429,0.252194,0.574901,0.2217,0.098674,0.417398,0.224876,0.279897,0.478117,0.402684,0.233936,0.289196,0.262553,0.31436,0.482629,0.229075,0.233681,0.479275,0.465356,0.26325,0.201093,0.200429,0.252616,0.419794,0.364638,0.267915,0.436713,0.441438,0.240355,0.347468,0.164868,0.166616,0.498003,0.261662,0.615101,0.33832,0.384955,0.056696,0.111715,0.050534,0.155813,0.524154,0.177306,0.484089,0.434915,0.471996,0.071627,0.088798,0.052415,0.178293,0.391965,0.195079,0.686033,0.365057,0.39577,0.072553,0.149007,0.077359,0.119642,5,7
0.221404,0.14242,0.757268,0.21146,0.375001,0.052397,0.30534,0.204036,0.185178,0.252629,0.210212,0.660247,0.191651,0.460938,0.104183,0.275129,0.138512,0.318011,0.224709,0.215773,0.654252,0.260024,0.392714,0.131534,0.400655,0.157179,0.224796,0.426531,0.264596,0.265698,0.325025,0.613433,0.070643,0.23088,0.266391,0.257412,0.452704,0.231682,0.181046,0.310359,0.670742,0.052152,0.14815,0.158722,0.335447,0.36658,0.249997,0.271919,0.528456,0.574096,0.054225,0.22398,0.158613,0.205089,0.372028,0.309375,0.315171,0.179035,0.743871,0.096437,0.073856,0.059459,0.250717,0.445104,0.251058,0.252613,0.222155,0.650841,0.072755,0.067043,0.048299,0.435854,0.308684,0.273335,0.43859,0.473038,0.521623,0.09381,0.129544,0.075602,0.332392,5,8
0.061528,0.131694,0.862356,0.096877,0.323094,0.061564,0.193918,0.178103,0.219824,0.070072,0.176694,0.765657,0.131984,0.36618,0.108361,0.20181,0.185776,0.373026,0.115461,0.208756,0.814583,0.118293,0.261888,0.135327,0.266388,0.25647,0.204722,0.15199,0.383917,0.412533,0.245303,0.602273,0.071593,0.252716,0.186651,0.364123,0.158561,0.331252,0.379907,0.353036,0.536309,0.060208,0.144619,0.178483,0.502137,0.186703,0.323056,0.582685,0.34163,0.383468,0.076333,0.253528,0.307614,0.304575,0.140613,0.329044,0.320829,0.201202,0.716775,0.06823,0.205345,0.227936,0.340588,0.152374,0.261602,0.358618,0.291199,0.568406,0.054622,0.124282,0.305136,0.510214,0.10899,0.280224,0.629284,0.258338,0.315894,0.049533,0.197541,0.447636,0.324367,6,5
0.155374,0.227391,0.834014,0.105897,0.219165,0.324173,0.203212,0.106426,0.107772,0.270287,0.303523,0.755569,0.099303,0.13967,0.37352,0.249142,0.099181,0.152109,0.149927,0.372808,0.735971,0.096467,0.110267,0.348018,0.356434,0.121425,0.111852,0.391332,0.384294,0.450286,0.230949,0.574929,0.310507,0.06322,0.036099,0.104028,0.581294,0.42901,0.418838,0.176652,0.38607,0.312791,0.05943,0.051744,0.135336,0.271506,0.594492,0.470334,0.216006,0.423869,0.334183,0.052295,0.042956,0.09521,0.29459,0.013176,0.027913,0.173335,0.856865,0.17237,0.046164,0.093258,0.327809,0.466657,0.01083,0.029113,0.124632,0.662497,0.1515,0.061191,0.156611,0.524979,0.221829,0.021377,0.033456,0.236262,0.841567,0.212251,0.082909,0.167785,0.324161,5,5
0.195472,0.174812,0.729783,0.180428,0.346228,0.146142,0.332111,0.2666,0.208541,0.26504,0.215056,0.642141,0.228216,0.335949,0.1388,0.349351,0.28748,0.286806,0.267884,0.215823,0.646674,0.274644,0.225863,0.177587,0.379216,0.293984,0.274331,0.290282,0.285356,0.50116,0.27452,0.497989,0.125927,0.278149,0.29231,0.284818,0.381689,0.278877,0.415751,0.367458,0.435176,0.087054,0.269074,0.268632,0.356576,0.346133,0.239689,0.512696,0.453505,0.285634,0.092778,0.265162,0.28969,0.331347,0.165301,0.144413,0.297814,0.150485,0.342403,0.080066,0.816609,0.165895,0.149862,0.266016,0.183483,0.295283,0.180097,0.325537,0.09467,0.758843,0.182486,0.227731,0.239236,0.16642,0.362031,0.224754,0.195936,0.087959,0.78511,0.178162,0.198043,6,5
0.170981,0.112521,0.720528,0.080987,0.242978,0.187719,0.449214,0.342637,0.137531,0.282134,0.158113,0.722085,0.08772,0.22942,0.288595,0.37807,0.263886,0.133433,0.172057,0.182594,0.698598,0.081934,0.14201,0.301928,0.542376,0.177017,0.073953,0.469388,0.23579,0.279062,0.247719,0.468997,0.339886,0.179306,0.28841,0.366094,0.437929,0.219941,0.237386,0.249946,0.430988,0.492456,0.148996,0.215715,0.379501,0.389292,0.35102,0.254665,0.327242,0.313485,0.576858,0.209857,0.164124,0.226447,0.44438,0.479089,0.522488,0.24802,0.425675,0.123249,0.070053,0.0514,0.185881,0.447688,0.39477,0.542953,0.25477,0.422605,0.203392,0.06949,0.045182,0.239148,0.355713,0.443467,0.612826,0.379486,0.266569,0.227021,0.07905,0.059608,0.157604,5,6
0.073279,0.189049,0.849993,0.048053,0.209189,0.109518,0.272099,0.316198,0.065726,0.154224,0.206888,0.807067,0.049245,0.22053,0.188003,0.302703,0.304177,0.10723,0.100589,0.165653,0.825004,0.039108,0.119484,0.276525,0.346464,0.255908,0.063333,0.17839,0.42969,0.65656,0.07529,0.404347,0.13547,0.240668,0.308194,0.109771,0.278302,0.445483,0.608364,0.099224,0.369726,0.200734,0.278817,0.254437,0.157069,0.162128,0.355428,0.77242,0.120113,0.200972,0.285219,0.276586,0.170997,0.094052,0.308305,0.336015,0.364061,0.089117,0.778166,0.060704,0.116435,0.112888,0.126607,0.441131,0.348916,0.504327,0.12613,0.621742,0.043224,0.062124,0.052012,0.135677,0.300736,0.326506,0.76044,0.214251,0.397162,0.0545,0.084276,0.06217,0.084282,7,6
0.208837,0.188211,0.831767,0.17922,0.338392,0.095507,0.152926,0.139867,0.174431,0.32081,0.196136,0.749326,0.215364,0.331653,0.120444,0.17956,0.158462,0.262464,0.226187,0.232909,0.797981,0.245967,0.237323,0.127724,0.236234,0.197182,0.173193,0.505805,0.294502,0.275789,0.226162,0.639824,0.160479,0.193084,0.138009,0.196884,0.639397,0.231427,0.232079,0.347786,0.504488,0.097741,0.139878,0.140752,0.243633,0.402622,0.225599,0.345705,0.537904,0.383413,0.137795,0.243586,0.31352,0.233505,0.2207,0.188906,0.183028,0.088872,0.342706,0.074199,0.860639,0.063075,0.081106,0.335218,0.178163,0.20031,0.169045,0.322203,0.05034,0.807674,0.069957,0.15364,0.168604,0.152013,0.312145,0.252787,0.197593,0.052849,0.847194,0.111414,0.12305,6,6
0.116122,0.14506,0.783998,0.12797,0.365442,0.078522,0.210495,0.339152,0.18814,0.179194,0.143893,0.719925,0.163259,0.417904,0.143049,0.238054,0.291031,0.25644,0.183223,0.162835,0.734007,0.174113,0.284309,0.158505,0.372053,0.274589,0.225951,0.222843,0.392609,0.402602,0.256324,0.537784,0.094731,0.207124,0.402706,0.255242,0.291555,0.316582,0.319554,0.408038,0.534562,0.111827,0.189602,0.304578,0.345229,0.266801,0.3152,0.427863,0.468377,0.360601,0.113029,0.27584,0.302366,0.341614,0.137201,0.40942,0.340187,0.195134,0.678615,0.114353,0.114464,0.170515,0.379438,0.131523,0.291567,0.313549,0.334769,0.543114,0.107629,0.088975,0.238973,0.561893,0.136989,0.297034,0.49022,0.399203,0.311893,0.067302,0.080376,0.341588,0.51805,6,6
0.080242,0.183209,0.849204,0.090021,0.246407,0.092055,0.211424,0.319307,0.122047,0.105688,0.183255,0.801165,0.078239,0.237418,0.196635,0.239638,0.345648,0.187963,0.072739,0.209061,0.792321,0.080243,0.140004,0.285428,0.318855,0.320397,0.10676,0.208207,0.410772,0.542481,0.161389,0.494659,0.113992,0.308691,0.279142,0.191549,0.261725,0.371901,0.571174,0.173874,0.40061,0.182494,0.318478,0.281583,0.249415,0.167644,0.376005,0.660247,0.196228,0.231325,0.212129,0.414579,0.254724,0.144271,0.225998,0.310498,0.482369,0.097825,0.66482,0.087898,0.311074,0.187385,0.169332,0.299425,0.323369,0.594962,0.155407,0.515283,0.076273,0.268264,0.142737,0.252925,0.139213,0.35757,0.765296,0.154478,0.243598,0.058166,0.371098,0.159343,0.131885,4,6
0.083374,0.192851,0.844761,0.042658,0.247918,0.023751,0.384979,0.139961,0.102913,0.13744,0.190723,0.736199,0.108396,0.221415,0.042972,0.532286,0.171956,0.165005,0.081707,0.149218,0.715277,0.169967,0.126535,0.065867,0.610984,0.174376,0.080558,0.13021,0.468621,0.41037,0.028895,0.440287,0.056047,0.544327,0.237725,0.210718,0.167008,0.40684,0.491456,0.141268,0.298023,0.040341,0.565457,0.224006,0.291097,0.0762,0.250191,0.633089,0.222214,0.134913,0.046586,0.628681,0.219843,0.132187,0.099492,0.427376,0.227057,0.041554,0.719049,0.14064,0.106747,0.186609,0.413689,0.087612,0.37955,0.492647,0.081225,0.4359,0.123642,0.038215,0.297497,0.551094,0.043666,0.292369,0.738783,0.113,0.219332,0.077411,0.022017,0.437482,0.328737,6,6
0.207493,0.164668,0.83401,0.150552,0.337708,0.101356,0.167051,0.21181,0.120424,0.397417,0.170345,0.74327,0.236764,0.377482,0.076038,0.103381,0.157826,0.143746,0.444634,0.194271,0.72558,0.299778,0.294259,0.09102,0.105145,0.147843,0.142963,0.43504,0.273734,0.443517,0.235328,0.645368,0.069703,0.136266,0.146819,0.149129,0.633265,0.192704,0.300903,0.330656,0.559536,0.042239,0.095143,0.114781,0.157708,0.642431,0.173127,0.346642,0.467207,0.384127,0.038336,0.138883,0.110316,0.195915,0.231242,0.050098,0.05443,0.042154,0.399269,0.078757,0.874901,0.044954,0.07865,0.333845,0.04762,0.068688,0.07034,0.41836,0.087326,0.823693,0.057332,0.110473,0.315223,0.043818,0.099514,0.095591,0.266896,0.112876,0.882424,0.065798,0.112679,6,7
0.06977,0.134765,0.889841,0.055278,0.264952,0.06227,0.250291,0.186065,0.103701,0.113719,0.14157,0.864722,0.060313,0.268654,0.089191,0.280505,0.160247,0.176497,0.062782,0.123673,0.895165,0.046428,0.143217,0.095804,0.341923,0.144532,0.098974,0.072798,0.312197,0.546231,0.079582,0.553768,0.097715,0.364134,0.26504,0.271081,0.161157,0.275934,0.52914,0.100784,0.538598,0.117499,0.343188,0.181171,0.391467,0.145485,0.270347,0.714355,0.095107,0.311143,0.140397,0.453755,0.176351,0.181333,0.033019,0.067149,0.070338,0.027385,0.36105,0.075961,0.91021,0.041935,0.149449,0.038221,0.05417,0.104675,0.030602,0.361974,0.076537,0.868296,0.053606,0.300027,0.030577,0.056136,0.16636,0.026097,0.203329,0.045374,0.945475,0.047339,0.167302,6,7
0.10405,0.128022,0.774493,0.092227,0.286622,0.381567,0.175757,0.264963,0.188672,0.129901,0.13544,0.723341,0.12671,0.237784,0.318228,0.199492,0.40545,0.252004,0.112567,0.0975,0.742975,0.119343,0.149507,0.324094,0.188638,0.450846,0.212912,0.245616,0.456039,0.411217,0.170673,0.42396,0.516943,0.12666,0.2009,0.173479,0.362502,0.430758,0.48559,0.215293,0.355078,0.355023,0.115232,0.315585,0.18946,0.343728,0.307575,0.608514,0.248734,0.239729,0.323112,0.103054,0.395504,0.161785,0.332462,0.410305,0.600425,0.240695,0.528145,0.141375,0.049248,0.0056,0.035945,0.532031,0.414296,0.595379,0.159807,0.396206,0.074176,0.041115,0.006275,0.032798,0.524798,0.339595,0.687137,0.190488,0.305358,0.074524,0.030429,0.00834,0.032017,5,8
0.038682,0.125868,0.891825,0.055903,0.260854,0.059067,0.236613,0.208928,0.114072,0.034867,0.113507,0.859799,0.055677,0.252888,0.104461,0.25475,0.216492,0.238569,0.009436,0.104265,0.894003,0.042513,0.11984,0.133691,0.330759,0.169167,0.133181,0.1389,0.323458,0.527304,0.07974,0.583017,0.203728,0.276902,0.254206,0.262607,0.154902,0.266991,0.459143,0.101932,0.53373,0.243524,0.231889,0.226083,0.48421,0.078856,0.276156,0.69539,0.128189,0.295363,0.332606,0.293087,0.20924,0.299952,0.115873,0.218856,0.363718,0.036767,0.62398,0.366778,0.408091,0.159959,0.298376,0.163291,0.198846,0.358378,0.060214,0.515616,0.381055,0.298012,0.179718,0.519193,0.121626,0.263708,0.562342,0.092296,0.309298,0.365993,0.363676,0.305754,0.368176,6,5
0.042244,0.075383,0.866787,0.032542,0.152371,0.053878,0.372962,0.266081,0.064301,0.06396,0.09683,0.833904,0.028543,0.119517,0.059637,0.4559,0.226864,0.114755,0.031337,0.117276,0.80187,0.025879,0.063237,0.0747,0.548202,0.165767,0.063369,0.136147,0.257957,0.859145,0.05505,0.273078,0.035716,0.268067,0.15684,0.038148,0.215459,0.256193,0.851566,0.04932,0.193567,0.043988,0.310566,0.146167,0.055903,0.103863,0.297669,0.881561,0.046467,0.092327,0.035823,0.319021,0.094141,0.029197,0.308629,0.344083,0.508727,0.070321,0.696191,0.04582,0.145384,0.068271,0.100137,0.512471,0.310162,0.53638,0.065241,0.555701,0.054711,0.116076,0.062928,0.141357,0.279518,0.397309,0.778035,0.06431,0.311196,0.059338,0.195658,0.09945,0.077479,5,5
0.047875,0.112843,0.820469,0.066214,0.239815,0.080049,0.291836,0.351193,0.187071,0.07242,0.145311,0.779624,0.055713,0.229513,0.15377,0.327949,0.319329,0.277268,0.106656,0.251954,0.731352,0.081299,0.141227,0.174184,0.40686,0.366323,0.183421,0.169853,0.396434,0.524552,0.235175,0.397821,0.044672,0.343147,0.360821,0.274458,0.225786,0.393316,0.523222,0.23183,0.351951,0.096766,0.355718,0.301653,0.340663,0.196598,0.488044,0.556713,0.20401,0.196081,0.121633,0.41458,0.31314,0.220076,0.287609,0.490607,0.309262,0.330174,0.617488,0.109193,0.051212,0.061343,0.268933,0.382187,0.449612,0.353668,0.343011,0.500874,0.103379,0.043025,0.077412,0.373679,0.346383,0.575687,0.480563,0.289435,0.301859,0.083594,0.085216,0.164172,0.318691,7,5
0.113035,0.270128,0.815808,0.119943,0.254944,0.063992,0.323539,0.216369,0.11722,0.196361,0.208975,0.794286,0.194414,0.296347,0.106299,0.279796,0.17541,0.202257,0.119202,0.178906,0.818185,0.206112,0.1757,0.0886,0.385194,0.198554,0.123916,0.167635,0.461897,0.585057,0.122064,0.506045,0.184927,0.156686,0.150598,0.252679,0.273444,0.298689,0.45758,0.239916,0.507493,0.234018,0.199728,0.19895,0.421054,0.191799,0.293226,0.714067,0.317816,0.286665,0.150293,0.1685,0.284269,0.228835,0.197266,0.182278,0.20113,0.097121,0.52389,0.363699,0.502112,0.403323,0.237593,0.278967,0.161085,0.173246,0.179223,0.386422,0.332875,0.408864,0.558434,0.308133,0.168485,0.142765,0.293226,0.219184,0.246316,0.282857,0.38147,0.695434,0.217667,7,6
0.062194,0.095524,0.887299,0.102142,0.242768,0.044272,0.200431,0.27073,0.122108,0.116029,0.117139,0.822832,0.157581,0.252257,0.046405,0.260586,0.327144,0.173824,0.067107,0.091959,0.845231,0.130929,0.160936,0.031665,0.301688,0.359923,0.089541,0.156656,0.189204,0.46478,0.250164,0.489272,0.045707,0.30781,0.508099,0.258205,0.200185,0.18462,0.405309,0.34213,0.512812,0.052828,0.213399,0.456529,0.353252,0.137415,0.157394,0.525341,0.303007,0.413572,0.051587,0.268297,0.543924,0.216812,0.157324,0.306435,0.240896,0.213216,0.721306,0.034772,0.149178,0.349406,0.3347,0.11231,0.236237,0.301632,0.271533,0.645521,0.039615,0.088053,0.309854,0.494809,0.092556,0.333544,0.53008,0.251598,0.444969,0.043575,0.156266,0.452017,0.327503,6,6
